Nombre,Subestacion_HV,Nodo_HV,Subestacion_LV,Nodo_LV,S_nom[MVA],HV[kV],LV[kV],R[pu],X[pu],vkr[%],vk[%],Perdidas[kW],I0[%],vk0[%],vkr0[%],mag0[%],mag0_rx,si0_hv[%],shift[deg],Maxima_carga[%],Lado_tap,Pos_tap,N_tap,Max_tap,Min_tap,Aum_tap_v,Aum_tap_deg,Fuera_servicio
trf_4176_4177_2,BRUNI 1_115 kV/BRUNI 1 0/BRUNI 1_115 kV/BRUNI_1/115.000000,BRUNI 1 0,BRUNI 1_13.8 kV/BRUNI 1 1/BRUNI 1_13.8 kV/BRUNI_1/13.800000,BRUNI 1 1,115.000000,115.000000,13.800000,0.006095,0.129651,0.609500,12.979420,700.924988,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4024_4025_1,CHRISTINE_230 kV/CHRISTINE 0/CHRISTINE_230 kV/CHRIS_1/230.000000,CHRISTINE 0,CHRISTINE_115 kV/CHRISTINE 1/CHRISTINE_115 kV/CHRIS_1/115.000000,CHRISTINE 1,260.000000,230.000000,115.000000,0.003380,0.116402,0.338000,11.645110,878.799988,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4024_4026_1,CHRISTINE_230 kV/CHRISTINE 0/CHRISTINE_230 kV/CHRIS_1/230.000000,CHRISTINE 0,CHRISTINE_13.8 kV/CHRISTINE 2/CHRISTINE_13.8 kV/CHRIS_1/13.800000,CHRISTINE 2,500.000000,230.000000,13.800000,0.007400,0.332900,0.740000,33.298229,3700.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4024_4026_2,CHRISTINE_230 kV/CHRISTINE 0/CHRISTINE_230 kV/CHRIS_1/230.000000,CHRISTINE 0,CHRISTINE_13.8 kV/CHRISTINE 2/CHRISTINE_13.8 kV/CHRIS_1/13.800000,CHRISTINE 2,500.000000,230.000000,13.800000,0.007400,0.332900,0.740000,33.298229,3700.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4158_4159_1,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 1 0,CORPUS CHRISTI 1_115 kV/CORPUS CHRISTI 1 1/CORPUS CHRISTI 1_115 kV/CORPU_1/115.000000,CORPUS CHRISTI 1 1,620.000000,230.000000,115.000000,0.003720,0.155682,0.372000,15.572640,2306.399902,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4158_4159_2,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 1 0,CORPUS CHRISTI 1_115 kV/CORPUS CHRISTI 1 1/CORPUS CHRISTI 1_115 kV/CORPU_1/115.000000,CORPUS CHRISTI 1 1,620.000000,230.000000,115.000000,0.003720,0.155682,0.372000,15.572640,2306.399902,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4158_4160_1,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 1 0,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 2/CORPUS CHRISTI 1_13.8 kV/CORPU_1/13.800000,CORPUS CHRISTI 1 2,298.000000,230.000000,13.800000,0.001401,0.072086,0.140060,7.209980,417.378815,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4158_4161_1,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 1 0,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 3/CORPUS CHRISTI 1_13.8 kV/CORPU_2/13.800000,CORPUS CHRISTI 1 3,296.000000,230.000000,13.800000,0.002398,0.175469,0.239760,17.548519,709.689575,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4158_4162_1,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 1 0,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 4/CORPUS CHRISTI 1_13.8 kV/CORPU_3/13.800000,CORPUS CHRISTI 1 4,293.000000,230.000000,13.800000,0.005889,0.171903,0.588930,17.200390,1725.564941,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4158_4163_1,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 1 0,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 5/CORPUS CHRISTI 1_13.8 kV/CORPU_4/13.800000,CORPUS CHRISTI 1 5,74.000000,230.000000,13.800000,0.002738,0.111488,0.273800,11.152200,202.612000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4064_4065_1,CORPUS CHRISTI 2_115 kV/CORPUS CHRISTI 2 0/CORPUS CHRISTI 2_115 kV/CORPU_1/115.000000,CORPUS CHRISTI 2 0,CORPUS CHRISTI 2_18 kV/CORPUS CHRISTI 2 1/CORPUS CHRISTI 2_18 kV/CORPU_1/18.000000,CORPUS CHRISTI 2 1,100.000000,115.000000,18.000000,0.009150,0.191470,0.915000,19.168850,915.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4080_4081_1,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 3 0,CORPUS CHRISTI 3_115 kV/CORPUS CHRISTI 3 1/CORPUS CHRISTI 3_115 kV/CORPU_1/115.000000,CORPUS CHRISTI 3 1,171.000000,230.000000,115.000000,0.001915,0.103010,0.191520,10.302820,327.499207,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4080_4081_2,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 3 0,CORPUS CHRISTI 3_115 kV/CORPUS CHRISTI 3 1/CORPUS CHRISTI 3_115 kV/CORPU_1/115.000000,CORPUS CHRISTI 3 1,171.000000,230.000000,115.000000,0.001915,0.103010,0.191520,10.302820,327.499207,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4080_4082_1,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 3 0,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 2/CORPUS CHRISTI 3_13.8 kV/CORPU_1/13.800000,CORPUS CHRISTI 3 2,342.000000,230.000000,13.800000,0.004138,0.172813,0.413820,17.286209,1415.265015,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4080_4083_1,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 3 0,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 3/CORPUS CHRISTI 3_13.8 kV/CORPU_2/13.800000,CORPUS CHRISTI 3 3,342.000000,230.000000,13.800000,0.003796,0.159201,0.379620,15.924620,1298.300049,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4080_4084_1,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 3 0,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 4/CORPUS CHRISTI 3_13.8 kV/CORPU_3/13.800000,CORPUS CHRISTI 3 4,338.000000,230.000000,13.800000,0.001318,0.085784,0.131820,8.579453,445.551605,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4080_4085_1,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,CORPUS CHRISTI 3 0,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 5/CORPUS CHRISTI 3_13.8 kV/CORPU_4/13.800000,CORPUS CHRISTI 3 5,500.000000,230.000000,13.800000,0.002700,0.108800,0.270000,10.883350,1350.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4014_4015_1,EAGLE PASS_230 kV/EAGLE PASS 0/EAGLE PASS_230 kV/EAGLE_1/230.000000,EAGLE PASS 0,EAGLE PASS_115 kV/EAGLE PASS 1/EAGLE PASS_115 kV/EAGLE_1/115.000000,EAGLE PASS 1,321.000000,230.000000,115.000000,0.001862,0.116748,0.186180,11.676260,597.637817,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4014_4015_2,EAGLE PASS_230 kV/EAGLE PASS 0/EAGLE PASS_230 kV/EAGLE_1/230.000000,EAGLE PASS 0,EAGLE PASS_115 kV/EAGLE PASS 1/EAGLE PASS_115 kV/EAGLE_1/115.000000,EAGLE PASS 1,321.000000,230.000000,115.000000,0.001862,0.116748,0.186180,11.676260,597.637817,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4044_4045_1,FALCON HEIGHTS 1_115 kV/FALCON HEIGHTS 1 0/FALCON HEIGHTS 1_115 kV/FALCO_1/115.000000,FALCON HEIGHTS 1 0,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 1/FALCON HEIGHTS 1_13.8 kV/FALCO_1/13.800000,FALCON HEIGHTS 1 1,120.000000,115.000000,13.800000,0.004236,0.193908,0.423600,19.395430,508.320007,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4044_4046_1,FALCON HEIGHTS 1_115 kV/FALCON HEIGHTS 1 0/FALCON HEIGHTS 1_115 kV/FALCO_1/115.000000,FALCON HEIGHTS 1 0,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 2/FALCON HEIGHTS 1_13.8 kV/FALCO_2/13.800000,FALCON HEIGHTS 1 2,40.000000,115.000000,13.800000,0.002676,0.098320,0.267600,9.835641,107.040001,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4044_4047_1,FALCON HEIGHTS 1_115 kV/FALCON HEIGHTS 1 0/FALCON HEIGHTS 1_115 kV/FALCO_1/115.000000,FALCON HEIGHTS 1 0,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 3/FALCON HEIGHTS 1_13.8 kV/FALCO_3/13.800000,FALCON HEIGHTS 1 3,250.000000,115.000000,13.800000,0.013925,0.228925,1.392500,22.934811,3481.250000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4028_4029_1,FANNIN_230 kV/FANNIN 0/FANNIN_230 kV/FANNI_1/230.000000,FANNIN 0,FANNIN_115 kV/FANNIN 1/FANNIN_115 kV/FANNI_1/115.000000,FANNIN 1,148.800003,230.000000,115.000000,0.001146,0.066484,0.114576,6.649371,170.489105,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4028_4029_2,FANNIN_230 kV/FANNIN 0/FANNIN_230 kV/FANNI_1/230.000000,FANNIN 0,FANNIN_115 kV/FANNIN 1/FANNIN_115 kV/FANNI_1/115.000000,FANNIN 1,148.800003,230.000000,115.000000,0.001146,0.066484,0.114576,6.649371,170.489105,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4028_4030_1,FANNIN_230 kV/FANNIN 0/FANNIN_230 kV/FANNI_1/230.000000,FANNIN 0,FANNIN_13.8 kV/FANNIN 2/FANNIN_13.8 kV/FANNI_1/13.800000,FANNIN 2,230.000000,230.000000,13.800000,0.001219,0.090850,0.121900,9.085818,280.369995,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4028_4030_2,FANNIN_230 kV/FANNIN 0/FANNIN_230 kV/FANNI_1/230.000000,FANNIN 0,FANNIN_13.8 kV/FANNIN 2/FANNIN_13.8 kV/FANNI_1/13.800000,FANNIN 2,230.000000,230.000000,13.800000,0.001219,0.090850,0.121900,9.085818,280.369995,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4028_4030_3,FANNIN_230 kV/FANNIN 0/FANNIN_230 kV/FANNI_1/230.000000,FANNIN 0,FANNIN_13.8 kV/FANNIN 2/FANNIN_13.8 kV/FANNI_1/13.800000,FANNIN 2,250.000000,230.000000,13.800000,0.001325,0.098750,0.132500,9.875890,331.250000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4057_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_115 kV/GREGORY 1/GREGORY_115 kV/GREGO_1/115.000000,GREGORY 1,500.000000,230.000000,115.000000,0.004500,0.163150,0.450000,16.321211,2250.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4058_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_13.8 kV/GREGORY 2/GREGORY_13.8 kV/GREGO_1/13.800000,GREGORY 2,185.000000,230.000000,13.800000,0.002516,0.107910,0.251600,10.793980,465.459991,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4059_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_13.8 kV/GREGORY 3/GREGORY_13.8 kV/GREGO_2/13.800000,GREGORY 3,185.000000,230.000000,13.800000,0.003644,0.091297,0.364450,9.137021,674.232483,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4060_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_13.8 kV/GREGORY 4/GREGORY_13.8 kV/GREGO_3/13.800000,GREGORY 4,185.000000,230.000000,13.800000,0.003940,0.155715,0.394050,15.576440,728.992371,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4061_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_13.8 kV/GREGORY 5/GREGORY_13.8 kV/GREGO_4/13.800000,GREGORY 5,259.000000,230.000000,13.800000,0.003833,0.148770,0.383320,14.881900,992.798889,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4062_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_13.8 kV/GREGORY 6/GREGORY_13.8 kV/GREGO_5/13.800000,GREGORY 6,264.000000,230.000000,13.800000,0.007577,0.189552,0.757680,18.970341,2000.275024,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4056_4063_1,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,GREGORY 0,GREGORY_13.8 kV/GREGORY 7/GREGORY_13.8 kV/GREGO_6/13.800000,GREGORY 7,260.000000,230.000000,13.800000,0.002002,0.151866,0.200200,15.187920,520.520020,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4113_4114_1,LAREDO 1_230 kV/LAREDO 1 0/LAREDO 1_230 kV/LARED_1/230.000000,LAREDO 1 0,LAREDO 1_115 kV/LAREDO 1 1/LAREDO 1_115 kV/LARED_1/115.000000,LAREDO 1 1,387.000000,230.000000,115.000000,0.002786,0.072524,0.278640,7.257730,1078.337036,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4113_4115_1,LAREDO 1_230 kV/LAREDO 1 0/LAREDO 1_230 kV/LARED_1/230.000000,LAREDO 1 0,LAREDO 1_13.8 kV/LAREDO 1 2/LAREDO 1_13.8 kV/LARED_1/13.800000,LAREDO 1 2,180.000000,230.000000,13.800000,0.001818,0.097290,0.181800,9.730699,327.239990,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4113_4116_1,LAREDO 1_230 kV/LAREDO 1 0/LAREDO 1_230 kV/LARED_1/230.000000,LAREDO 1 0,LAREDO 1_13.8 kV/LAREDO 1 3/LAREDO 1_13.8 kV/LARED_2/13.800000,LAREDO 1 3,180.000000,230.000000,13.800000,0.002916,0.102348,0.291600,10.238950,524.880005,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4146_4147_1,LAREDO 4_230 kV/LAREDO 4 0/LAREDO 4_230 kV/LARED_1/230.000000,LAREDO 4 0,LAREDO 4_115 kV/LAREDO 4 1/LAREDO 4_115 kV/LARED_1/115.000000,LAREDO 4 1,459.000000,230.000000,115.000000,0.000918,0.056457,0.091800,5.646447,421.362000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4004_4005_1,LAREDO 7_230 kV/LAREDO 7 0/LAREDO 7_230 kV/LARED_1/230.000000,LAREDO 7 0,LAREDO 7_115 kV/LAREDO 7 1/LAREDO 7_115 kV/LARED_1/115.000000,LAREDO 7 1,190.000000,230.000000,115.000000,0.003211,0.119415,0.321100,11.945820,610.090027,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4073_4074_1,MISSION 1_230 kV/MISSION 1 0/MISSION 1_230 kV/MISSI_1/230.000000,MISSION 1 0,MISSION 1_115 kV/MISSION 1 1/MISSION 1_115 kV/MISSI_1/115.000000,MISSION 1 1,397.000000,230.000000,115.000000,0.001826,0.068165,0.182620,6.818936,725.001526,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_4073_4074_2,MISSION 1_230 kV/MISSION 1 0/MISSION 1_230 kV/MISSI_1/230.000000,MISSION 1 0,MISSION 1_115 kV/MISSION 1 1/MISSION 1_115 kV/MISSI_1/115.000000,MISSION 1 1,397.000000,230.000000,115.000000,0.001826,0.068165,0.182620,6.818936,725.001526,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
