Nombre,Subestacion,Nodo,Tipo,V_nom[kV],Set_point[p.u.],S_nom[MVA],PF[cos],P_nom[MW],P_gen[MW],Q_gen[MVAr],P_max[MW],P_min[MW],Q_max[MVAr],Q_min[MVAr],Factor_escala,R_sub[p.u],X_sub[p.u],Inercia[s],Slack,Fuera_servicio
sym_4045_1,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 1/FALCON HEIGHTS 1_13.8 kV/FALCO_1/13.800000,FALCON HEIGHTS 1 1,,13.800000,1.020000,230.782028,1.000000,230.782028,93.400002,0.000000,93.400002,0.000000,35.862000,-1.540000,1.000000,0.000000,0.209500,2.298700,0.000000,0.000000
sym_4046_1,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 2/FALCON HEIGHTS 1_13.8 kV/FALCO_2/13.800000,FALCON HEIGHTS 1 2,,13.800000,1.020000,70.507813,1.000000,70.507813,28.500000,0.000000,28.500000,0.000000,10.935999,-0.470000,1.000000,0.000000,0.240100,1.948800,0.000000,0.000000
sym_4047_1,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 3/FALCON HEIGHTS 1_13.8 kV/FALCO_3/13.800000,FALCON HEIGHTS 1 3,,13.800000,1.020000,195.699997,1.000000,195.699997,27.483999,0.000000,195.699997,0.000000,75.101997,-3.230000,1.000000,0.000000,0.322700,3.170500,0.000000,0.000000
sym_4030_1,FANNIN_13.8 kV/FANNIN 2/FANNIN_13.8 kV/FANNI_1/13.800000,FANNIN 2,,13.800000,1.010000,746.880005,1.000000,746.880005,460.559998,0.000000,622.400024,186.720001,290.040009,-75.930000,0.833333,0.000000,0.279700,3.773900,0.000000,0.000000
sym_4058_1,GREGORY_13.8 kV/GREGORY 2/GREGORY_13.8 kV/GREGO_1/13.800000,GREGORY 2,,13.800000,1.030000,172.800003,1.000000,172.800003,99.599998,0.000000,144.000000,43.200001,73.300003,-15.979999,0.833333,0.000000,0.137000,3.396900,0.000000,0.000000
sym_4059_1,GREGORY_13.8 kV/GREGORY 3/GREGORY_13.8 kV/GREGO_2/13.800000,GREGORY 3,,13.800000,1.030000,172.800003,1.000000,172.800003,84.079002,0.000000,144.000000,43.200001,73.300003,-15.979999,0.833333,0.000000,0.151400,6.119000,0.000000,0.000000
sym_4060_1,GREGORY_13.8 kV/GREGORY 4/GREGORY_13.8 kV/GREGO_3/13.800000,GREGORY 4,,13.800000,1.030000,172.800003,1.000000,172.800003,124.399002,0.000000,144.000000,43.200001,73.300003,-15.979999,0.833333,0.000000,0.139400,5.347600,0.000000,0.000000
sym_4061_1,GREGORY_13.8 kV/GREGORY 5/GREGORY_13.8 kV/GREGO_4/13.800000,GREGORY 5,,13.800000,1.030000,206.800003,1.000000,206.800003,148.873001,0.000000,172.330002,51.700001,87.720001,-19.129999,0.833317,0.000000,0.215600,5.301000,0.000000,0.000000
sym_4062_1,GREGORY_13.8 kV/GREGORY 6/GREGORY_13.8 kV/GREGO_5/13.800000,GREGORY 6,,13.800000,1.030000,206.800003,1.000000,206.800003,171.848999,0.000000,172.330002,51.700001,87.720001,-19.129999,0.833317,0.000000,0.259300,5.523700,0.000000,0.000000
sym_4063_1,GREGORY_13.8 kV/GREGORY 7/GREGORY_13.8 kV/GREGO_6/13.800000,GREGORY 7,,13.800000,1.030000,206.800003,1.000000,206.800003,124.747002,0.000000,172.330002,51.700001,87.720001,-19.129999,0.833317,0.000000,0.144100,4.800400,0.000000,0.000000
sym_4115_1,LAREDO 1_13.8 kV/LAREDO 1 2/LAREDO 1_13.8 kV/LARED_1/13.800000,LAREDO 1 2,,13.800000,1.040000,158.160004,1.000000,158.160004,131.432007,0.000000,131.800003,39.540001,67.089996,-14.630000,0.833333,0.000000,0.113100,5.829900,0.000000,0.000000
sym_4116_1,LAREDO 1_13.8 kV/LAREDO 1 3/LAREDO 1_13.8 kV/LARED_2/13.800000,LAREDO 1 3,,13.800000,1.040000,158.160004,1.000000,158.160004,123.762001,0.000000,131.800003,39.540001,67.089996,-14.630000,0.833333,0.000000,0.151500,4.169100,0.000000,0.000000
sym_4075_1,MISSION 1_24 kV/MISSION 1 2/MISSION 1_24 kV/MISSI_3/24.000000,MISSION 1 2,,24.000000,1.030000,211.600006,1.000000,211.600006,0.000000,0.000000,176.330002,52.900002,89.750000,-19.570000,0.833318,0.000000,0.119800,5.524200,0.000000,1.000000
sym_4076_1,MISSION 1_24 kV/MISSION 1 3/MISSION 1_24 kV/MISSI_1/24.000000,MISSION 1 3,,24.000000,1.030000,211.600006,1.000000,211.600006,175.837997,0.000000,176.330002,52.900002,89.750000,-19.570000,0.833318,0.000000,0.131400,4.099800,0.000000,0.000000
sym_4077_1,MISSION 1_24 kV/MISSION 1 4/MISSION 1_24 kV/MISSI_2/24.000000,MISSION 1 4,,24.000000,1.030000,211.600006,1.000000,211.600006,97.060997,0.000000,176.330002,52.900002,89.750000,-19.570000,0.833318,0.000000,0.237300,5.230400,0.000000,0.000000
sym_4195_1,OILTON_500 kV/OILTON 0/OILTON_500 kV/OILTO_1/500.000000,OILTON 0,,500.000000,1.000000,110.400002,1.000000,110.400002,69.000000,0.000000,92.000000,27.600000,19.600000,-13.250000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4133_1,PEARSALL_20 kV/PEARSALL 2/PEARSALL_20 kV/PEARS_4/20.000000,PEARSALL 2,,20.000000,1.000000,40.320000,1.000000,40.320000,0.000000,0.000000,33.599998,10.080000,17.100000,-3.730000,0.833333,0.000000,0.227300,7.063000,0.000000,1.000000
sym_4134_1,PEARSALL_20 kV/PEARSALL 3/PEARSALL_20 kV/PEARS_1/20.000000,PEARSALL 3,,20.000000,1.000000,40.320000,1.000000,40.320000,10.210000,0.000000,33.599998,10.080000,17.100000,-3.730000,0.833333,0.000000,0.180000,1.930200,0.000000,0.000000
sym_4135_1,PEARSALL_20 kV/PEARSALL 4/PEARSALL_20 kV/PEARS_2/20.000000,PEARSALL 4,,20.000000,1.000000,40.320000,1.000000,40.320000,10.210000,0.000000,33.599998,10.080000,17.100000,-3.730000,0.833333,0.000000,0.108400,8.349400,0.000000,0.000000
sym_4136_1,PEARSALL_20 kV/PEARSALL 5/PEARSALL_20 kV/PEARS_3/20.000000,PEARSALL 5,,20.000000,1.000000,40.320000,1.000000,40.320000,10.210000,0.000000,33.599998,10.080000,17.100000,-3.730000,0.833333,0.000000,0.189600,8.698400,0.000000,0.000000
sym_4137_1,PEARSALL_20 kV/PEARSALL 6/PEARSALL_20 kV/PEARS_5/20.000000,PEARSALL 6,,20.000000,1.000000,80.639999,1.000000,80.639999,0.000000,0.000000,67.199997,20.160000,34.200001,-7.460001,0.833333,0.000000,0.273500,5.439300,0.000000,1.000000
sym_4138_1,PEARSALL_20 kV/PEARSALL 7/PEARSALL_20 kV/PEARS_6/20.000000,PEARSALL 7,,20.000000,1.000000,79.199997,1.000000,79.199997,0.000000,0.000000,66.000000,19.799999,33.590000,-7.330000,0.833333,0.000000,0.167600,2.925500,0.000000,1.000000
sym_4183_1,SAN PERLITA_230 kV/SAN PERLITA 0/SAN PERLITA_230 kV/SAN P_1/230.000000,SAN PERLITA 0,,230.000000,1.030000,243.600006,1.000000,243.600006,152.250000,0.000000,203.000000,60.900002,43.240002,-29.230000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4090_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 1/SANTA ROSA 1_13.8 kV/SANTA_6/13.800000,SANTA ROSA 1 1,,13.800000,1.010000,1.680000,1.000000,1.680000,0.000000,0.000000,1.400000,0.420000,0.650000,-0.170000,0.833333,0.000000,0.234500,5.803500,0.000000,1.000000
sym_4091_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 2/SANTA ROSA 1_13.8 kV/SANTA_1/13.800000,SANTA ROSA 1 2,,13.800000,1.010000,28.200001,1.000000,28.200001,23.434000,0.000000,23.500000,7.050000,10.950000,-2.870000,0.833333,0.000000,0.136200,1.754900,0.000000,0.000000
sym_4092_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 3/SANTA ROSA 1_13.8 kV/SANTA_7/13.800000,SANTA ROSA 1 3,,13.800000,1.010000,9.120000,1.000000,9.120000,0.000000,0.000000,7.600000,2.280000,3.540000,-0.930000,0.833333,0.000000,0.105700,4.644300,0.000000,1.000000
sym_4093_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 4/SANTA ROSA 1_13.8 kV/SANTA_2/13.800000,SANTA ROSA 1 4,,13.800000,1.010000,33.599998,1.000000,33.599998,27.922001,0.000000,28.000000,8.400000,13.049999,-3.420000,0.833333,0.000000,0.125600,2.681700,0.000000,0.000000
sym_4094_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 5/SANTA ROSA 1_13.8 kV/SANTA_3/13.800000,SANTA ROSA 1 5,,13.800000,1.010000,33.599998,1.000000,33.599998,27.922001,0.000000,28.000000,8.400000,13.049999,-3.420000,0.833333,0.000000,0.356600,2.595700,0.000000,0.000000
sym_4095_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 6/SANTA ROSA 1_13.8 kV/SANTA_4/13.800000,SANTA ROSA 1 6,,13.800000,1.010000,33.599998,1.000000,33.599998,27.922001,0.000000,28.000000,8.400000,13.049999,-3.420000,0.833333,0.000000,0.240300,1.394500,0.000000,0.000000
sym_4096_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 7/SANTA ROSA 1_13.8 kV/SANTA_8/13.800000,SANTA ROSA 1 7,,13.800000,1.010000,33.599998,1.000000,33.599998,0.000000,0.000000,28.000000,8.400000,13.049999,-3.420000,0.833333,0.000000,0.239800,3.467600,0.000000,1.000000
sym_4097_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 8/SANTA ROSA 1_13.8 kV/SANTA_5/13.800000,SANTA ROSA 1 8,,13.800000,1.010000,33.599998,1.000000,33.599998,27.922001,0.000000,28.000000,8.400000,13.049999,-3.420000,0.833333,0.000000,0.221700,2.777100,0.000000,0.000000
sym_4098_1,SANTA ROSA 1_13.8 kV/SANTA ROSA 1 9/SANTA ROSA 1_13.8 kV/SANTA_9/13.800000,SANTA ROSA 1 9,,13.800000,1.010000,33.599998,1.000000,33.599998,0.000000,0.000000,28.000000,8.400000,13.049999,-3.420000,0.833333,0.000000,0.246900,3.906000,0.000000,1.000000
sym_4142_1,SARITA 1_13.8 kV/SARITA 1 2/SARITA 1_13.8 kV/SARIT_1/13.800000,SARITA 1 2,,13.800000,1.040000,225.600006,1.000000,225.600006,141.000000,0.000000,188.000000,56.400002,40.040001,-27.070000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4166_1,SARITA 2_13.8 kV/SARITA 2 1/SARITA 2_13.8 kV/SARIT_1/13.800000,SARITA 2 1,,13.800000,1.000000,241.199997,1.000000,241.199997,150.750000,0.000000,201.000000,60.299999,42.810001,-28.940001,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4010_1,SARITA 3_20 kV/SARITA 3 1/SARITA 3_20 kV/SARIT_1/20.000000,SARITA 3 1,,20.000000,1.030000,241.919998,1.000000,241.919998,151.199997,0.000000,201.600006,60.480000,42.939999,-29.030001,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4194_1,SEBASTIAN 1_115 kV/SEBASTIAN 1 0/SEBASTIAN 1_115 kV/SEBAS_1/115.000000,SEBASTIAN 1 0,,115.000000,1.020000,241.919998,1.000000,241.919998,151.199997,0.000000,201.600006,60.480000,42.939999,-29.030001,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4050_1,SEBASTIAN 2_13.8 kV/SEBASTIAN 2 1/SEBASTIAN 2_13.8 kV/SEBAS_1/13.800000,SEBASTIAN 2 1,,13.800000,1.000000,240.000000,1.000000,240.000000,150.000000,0.000000,200.000000,60.000000,42.599998,-28.799999,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4181_1,TAFT 1_230 kV/TAFT 1 0/TAFT 1_230 kV/TAFT _1/230.000000,TAFT 1 0,,230.000000,1.040000,240.119995,1.000000,240.119995,150.070007,0.000000,200.100006,60.029999,42.619999,-28.809999,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_4105_1,TAFT 2_18 kV/TAFT 2 1/TAFT 2_18 kV/TAFT _1/18.000000,TAFT 2 1,,18.000000,1.010000,216.000000,1.000000,216.000000,135.000000,0.000000,180.000000,54.000000,38.340000,-25.920000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5399_1,ALBANY 1_13.8 kV/ALBANY 1 5/ALBANY 1_13.8 kV/ALBAN_1/13.800000,ALBANY 1 5,,13.800000,1.040000,198.720001,1.000000,198.720001,124.199997,0.000000,165.600006,49.680000,35.270000,-23.850000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5023_1,ALEDO 1_13.8 kV/ALEDO 1 2/ALEDO 1_13.8 kV/ALEDO_1/13.800000,ALEDO 1 2,,13.800000,1.040000,5.760000,1.000000,5.760000,0.000000,0.000000,4.800000,1.440000,2.440000,-0.530000,0.833333,0.000000,0.152900,9.557600,0.000000,1.000000
sym_5065_1,ARLINGTON 1_13.8 kV/ARLINGTON 1 2/ARLINGTON 1_13.8 kV/ARLIN_1/13.800000,ARLINGTON 1 2,,13.800000,1.030000,12.720000,1.000000,12.720000,10.570000,0.000000,10.600000,3.180000,5.400000,-1.180000,0.833333,0.000000,0.137100,7.550500,0.000000,0.000000
sym_5066_1,ARLINGTON 1_13.8 kV/ARLINGTON 1 3/ARLINGTON 1_13.8 kV/ARLIN_5/13.800000,ARLINGTON 1 3,,13.800000,1.030000,2.160000,1.000000,2.160000,0.000000,0.000000,1.800000,0.540000,0.920000,-0.200000,0.833333,0.000000,0.131000,5.719200,0.000000,1.000000
sym_5067_1,ARLINGTON 1_13.8 kV/ARLINGTON 1 4/ARLINGTON 1_13.8 kV/ARLIN_2/13.800000,ARLINGTON 1 4,,13.800000,1.030000,525.919983,1.000000,525.919983,437.045990,0.000000,438.269989,131.479996,223.080002,-48.650002,0.833340,0.000000,0.326100,5.000000,0.000000,0.000000
sym_5068_1,ARLINGTON 1_13.8 kV/ARLINGTON 1 5/ARLINGTON 1_13.8 kV/ARLIN_3/13.800000,ARLINGTON 1 5,,13.800000,1.030000,525.919983,1.000000,525.919983,437.045990,0.000000,438.269989,131.479996,223.080002,-48.650002,0.833340,0.000000,0.116900,5.000000,0.000000,0.000000
sym_5069_1,ARLINGTON 1_13.8 kV/ARLINGTON 1 6/ARLINGTON 1_13.8 kV/ARLIN_4/13.800000,ARLINGTON 1 6,,13.800000,1.030000,525.919983,1.000000,525.919983,437.045990,0.000000,438.269989,131.479996,223.080002,-48.650002,0.833340,0.000000,0.105600,5.000000,0.000000,0.000000
sym_5363_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 2/BRIDGEPORT_13.8 kV/BRIDG_1/13.800000,BRIDGEPORT 2,,13.800000,1.000000,12.480000,1.000000,12.480000,10.371000,0.000000,10.400000,3.120000,5.290000,-1.150000,0.833333,0.000000,0.258200,6.297100,0.000000,0.000000
sym_5364_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 3/BRIDGEPORT_13.8 kV/BRIDG_2/13.800000,BRIDGEPORT 3,,13.800000,1.000000,256.000000,1.000000,256.000000,212.733994,0.000000,213.330002,64.000000,108.589996,-23.680000,0.833320,0.000000,0.130300,5.136700,0.000000,0.000000
sym_5365_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 4/BRIDGEPORT_13.8 kV/BRIDG_3/13.800000,BRIDGEPORT 4,,13.800000,1.000000,256.000000,1.000000,256.000000,212.733994,0.000000,213.330002,64.000000,108.589996,-23.680000,0.833320,0.000000,0.116500,4.660000,0.000000,0.000000
sym_5366_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 5/BRIDGEPORT_13.8 kV/BRIDG_4/13.800000,BRIDGEPORT 5,,13.800000,1.000000,256.000000,1.000000,256.000000,212.733994,0.000000,213.330002,64.000000,108.589996,-23.680000,0.833320,0.000000,0.154900,4.671500,0.000000,0.000000
sym_5367_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 6/BRIDGEPORT_13.8 kV/BRIDG_5/13.800000,BRIDGEPORT 6,,13.800000,1.000000,256.000000,1.000000,256.000000,212.733994,0.000000,213.330002,64.000000,108.589996,-23.680000,0.833320,0.000000,0.100200,4.673000,0.000000,0.000000
sym_5368_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 7/BRIDGEPORT_13.8 kV/BRIDG_6/13.800000,BRIDGEPORT 7,,13.800000,1.000000,256.000000,1.000000,256.000000,212.733994,0.000000,213.330002,64.000000,108.589996,-23.680000,0.833320,0.000000,0.361800,5.410100,0.000000,0.000000
sym_5369_1,BRIDGEPORT_13.8 kV/BRIDGEPORT 8/BRIDGEPORT_13.8 kV/BRIDG_7/13.800000,BRIDGEPORT 8,,13.800000,1.000000,256.000000,1.000000,256.000000,212.733994,0.000000,213.330002,64.000000,108.589996,-23.680000,0.833320,0.000000,0.244400,5.423000,0.000000,0.000000
sym_5198_1,BRYSON 1_18 kV/BRYSON 1 2/BRYSON 1_18 kV/BRYSO_1/18.000000,BRYSON 1 2,,18.000000,1.000000,180.000000,1.000000,180.000000,112.500000,0.000000,150.000000,45.000000,31.950001,-21.600000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5089_1,CLIFTON 1_13.8 kV/CLIFTON 1 1/CLIFTON 1_13.8 kV/CLIFT_1/13.800000,CLIFTON 1 1,,13.800000,1.010000,123.899994,1.000000,123.899994,0.000000,0.000000,123.899994,0.000000,47.569000,-2.050000,1.000000,0.000000,0.241000,2.128500,0.000000,1.000000
sym_5035_1,DALLAS 1_13.2 kV/DALLAS 1 2/DALLAS 1_13.2 kV/DALLA_7/13.200000,DALLAS 1 2,,13.200000,1.020000,5.040000,1.000000,5.040000,0.000000,0.000000,4.200000,1.260000,2.140000,-0.470000,0.833333,0.000000,0.141800,6.893300,0.000000,1.000000
sym_5036_1,DALLAS 1_13.2 kV/DALLAS 1 3/DALLAS 1_13.2 kV/DALLA_8/13.200000,DALLAS 1 3,,13.200000,1.020000,7.680000,1.000000,7.680000,0.000000,0.000000,6.400000,1.920000,3.260000,-0.710000,0.833333,0.000000,0.143700,1.441800,0.000000,1.000000
sym_5037_1,DALLAS 1_13.2 kV/DALLAS 1 4/DALLAS 1_13.2 kV/DALLA_1/13.200000,DALLAS 1 4,,13.200000,1.020000,370.160004,1.000000,370.160004,93.737000,0.000000,308.470001,92.540001,157.009995,-34.240002,0.833342,0.000000,0.299100,5.000000,0.000000,0.000000
sym_5038_1,DALLAS 1_13.2 kV/DALLAS 1 5/DALLAS 1_13.2 kV/DALLA_2/13.200000,DALLAS 1 5,,13.200000,1.020000,370.160004,1.000000,370.160004,93.737000,0.000000,308.470001,92.540001,157.009995,-34.240002,0.833342,0.000000,0.123300,5.000000,0.000000,0.000000
sym_5039_1,DALLAS 1_13.2 kV/DALLAS 1 6/DALLAS 1_13.2 kV/DALLA_3/13.200000,DALLAS 1 6,,13.200000,1.020000,370.160004,1.000000,370.160004,93.737000,0.000000,308.470001,92.540001,157.009995,-34.240002,0.833342,0.000000,0.214700,5.000000,0.000000,0.000000
sym_5040_1,DALLAS 1_13.2 kV/DALLAS 1 7/DALLAS 1_13.2 kV/DALLA_4/13.200000,DALLAS 1 7,,13.200000,1.020000,370.160004,1.000000,370.160004,93.737000,0.000000,308.470001,92.540001,157.009995,-34.240002,0.833342,0.000000,0.192400,5.000000,0.000000,0.000000
