Num,Nombre,Subestacion,Zona,Tipo,[kV],Max_V[p.u.],Min_v[p.u.],Fuera_Servicio
11.000000,BROWNSVILLE 2 1/BROWNSVILLE 2_115 kV,BROWNSVILLE 2_115 kV/BROWNSVILLE 2 1/BROWNSVILLE 2_115 kV/BROWN_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
12.000000,BROWNSVILLE 2 0/BROWNSVILLE 2_230 kV,BROWNSVILLE 2_230 kV/BROWNSVILLE 2 0/BROWNSVILLE 2_230 kV/BROWN_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
13.000000,BROWNSVILLE 3 0/BROWNSVILLE 3_115 kV,BROWNSVILLE 3_115 kV/BROWNSVILLE 3 0/BROWNSVILLE 3_115 kV/BROWN_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
14.000000,BRUNI 1 0/BRUNI 1_115 kV,BRUNI 1_115 kV/BRUNI 1 0/BRUNI 1_115 kV/BRUNI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
15.000000,BRUNI 1 1/BRUNI 1_13.8 kV,BRUNI 1_13.8 kV/BRUNI 1 1/BRUNI 1_13.8 kV/BRUNI_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
16.000000,BRUNI 2 0/BRUNI 2_115 kV,BRUNI 2_115 kV/BRUNI 2 0/BRUNI 2_115 kV/BRUNI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
17.000000,CARRIZO SPRINGS 0/CARRIZO SPRINGS_115 kV,CARRIZO SPRINGS_115 kV/CARRIZO SPRINGS 0/CARRIZO SPRINGS_115 kV/CARRI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
18.000000,CHARLOTTE 0/CHARLOTTE_115 kV,CHARLOTTE_115 kV/CHARLOTTE 0/CHARLOTTE_115 kV/CHARL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
19.000000,CHRISTINE 1/CHRISTINE_115 kV,CHRISTINE_115 kV/CHRISTINE 1/CHRISTINE_115 kV/CHRIS_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
20.000000,CHRISTINE 2/CHRISTINE_13.8 kV,CHRISTINE_13.8 kV/CHRISTINE 2/CHRISTINE_13.8 kV/CHRIS_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
21.000000,CHRISTINE 0/CHRISTINE_230 kV,CHRISTINE_230 kV/CHRISTINE 0/CHRISTINE_230 kV/CHRIS_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
22.000000,CORPUS CHRISTI 1 1/CORPUS CHRISTI 1_115 kV,CORPUS CHRISTI 1_115 kV/CORPUS CHRISTI 1 1/CORPUS CHRISTI 1_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
23.000000,CORPUS CHRISTI 1 2/CORPUS CHRISTI 1_13.8 kV,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 2/CORPUS CHRISTI 1_13.8 kV/CORPU_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
24.000000,CORPUS CHRISTI 1 3/CORPUS CHRISTI 1_13.8 kV,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 3/CORPUS CHRISTI 1_13.8 kV/CORPU_2/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
25.000000,CORPUS CHRISTI 1 4/CORPUS CHRISTI 1_13.8 kV,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 4/CORPUS CHRISTI 1_13.8 kV/CORPU_3/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
26.000000,CORPUS CHRISTI 1 5/CORPUS CHRISTI 1_13.8 kV,CORPUS CHRISTI 1_13.8 kV/CORPUS CHRISTI 1 5/CORPUS CHRISTI 1_13.8 kV/CORPU_4/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
27.000000,CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV,CORPUS CHRISTI 1_230 kV/CORPUS CHRISTI 1 0/CORPUS CHRISTI 1_230 kV/CORPU_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
28.000000,CORPUS CHRISTI 10 0/CORPUS CHRISTI 10_115 kV,CORPUS CHRISTI 10_115 kV/CORPUS CHRISTI 10 0/CORPUS CHRISTI 10_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
29.000000,CORPUS CHRISTI 11 0/CORPUS CHRISTI 11_115 kV,CORPUS CHRISTI 11_115 kV/CORPUS CHRISTI 11 0/CORPUS CHRISTI 11_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
30.000000,CORPUS CHRISTI 12 0/CORPUS CHRISTI 12_115 kV,CORPUS CHRISTI 12_115 kV/CORPUS CHRISTI 12 0/CORPUS CHRISTI 12_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
31.000000,CORPUS CHRISTI 13 0/CORPUS CHRISTI 13_115 kV,CORPUS CHRISTI 13_115 kV/CORPUS CHRISTI 13 0/CORPUS CHRISTI 13_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
32.000000,CORPUS CHRISTI 14 0/CORPUS CHRISTI 14_115 kV,CORPUS CHRISTI 14_115 kV/CORPUS CHRISTI 14 0/CORPUS CHRISTI 14_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
33.000000,CORPUS CHRISTI 15 0/CORPUS CHRISTI 15_115 kV,CORPUS CHRISTI 15_115 kV/CORPUS CHRISTI 15 0/CORPUS CHRISTI 15_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
34.000000,CORPUS CHRISTI 16 0/CORPUS CHRISTI 16_115 kV,CORPUS CHRISTI 16_115 kV/CORPUS CHRISTI 16 0/CORPUS CHRISTI 16_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
35.000000,CORPUS CHRISTI 17 0/CORPUS CHRISTI 17_115 kV,CORPUS CHRISTI 17_115 kV/CORPUS CHRISTI 17 0/CORPUS CHRISTI 17_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
36.000000,CORPUS CHRISTI 18 0/CORPUS CHRISTI 18_115 kV,CORPUS CHRISTI 18_115 kV/CORPUS CHRISTI 18 0/CORPUS CHRISTI 18_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
37.000000,CORPUS CHRISTI 2 0/CORPUS CHRISTI 2_115 kV,CORPUS CHRISTI 2_115 kV/CORPUS CHRISTI 2 0/CORPUS CHRISTI 2_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
38.000000,CORPUS CHRISTI 2 1/CORPUS CHRISTI 2_18 kV,CORPUS CHRISTI 2_18 kV/CORPUS CHRISTI 2 1/CORPUS CHRISTI 2_18 kV/CORPU_1/18.000000,4 SOUTH,0.000000,18.000000,1.050000,0.950000,0.000000
39.000000,CORPUS CHRISTI 3 1/CORPUS CHRISTI 3_115 kV,CORPUS CHRISTI 3_115 kV/CORPUS CHRISTI 3 1/CORPUS CHRISTI 3_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
40.000000,CORPUS CHRISTI 3 2/CORPUS CHRISTI 3_13.8 kV,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 2/CORPUS CHRISTI 3_13.8 kV/CORPU_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
41.000000,CORPUS CHRISTI 3 3/CORPUS CHRISTI 3_13.8 kV,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 3/CORPUS CHRISTI 3_13.8 kV/CORPU_2/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
42.000000,CORPUS CHRISTI 3 4/CORPUS CHRISTI 3_13.8 kV,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 4/CORPUS CHRISTI 3_13.8 kV/CORPU_3/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
43.000000,CORPUS CHRISTI 3 5/CORPUS CHRISTI 3_13.8 kV,CORPUS CHRISTI 3_13.8 kV/CORPUS CHRISTI 3 5/CORPUS CHRISTI 3_13.8 kV/CORPU_4/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
44.000000,CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV,CORPUS CHRISTI 3_230 kV/CORPUS CHRISTI 3 0/CORPUS CHRISTI 3_230 kV/CORPU_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
45.000000,CORPUS CHRISTI 4 0/CORPUS CHRISTI 4_115 kV,CORPUS CHRISTI 4_115 kV/CORPUS CHRISTI 4 0/CORPUS CHRISTI 4_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
46.000000,CORPUS CHRISTI 5 0/CORPUS CHRISTI 5_115 kV,CORPUS CHRISTI 5_115 kV/CORPUS CHRISTI 5 0/CORPUS CHRISTI 5_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
47.000000,CORPUS CHRISTI 6 0/CORPUS CHRISTI 6_115 kV,CORPUS CHRISTI 6_115 kV/CORPUS CHRISTI 6 0/CORPUS CHRISTI 6_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
48.000000,CORPUS CHRISTI 7 0/CORPUS CHRISTI 7_115 kV,CORPUS CHRISTI 7_115 kV/CORPUS CHRISTI 7 0/CORPUS CHRISTI 7_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
49.000000,CORPUS CHRISTI 8 0/CORPUS CHRISTI 8_115 kV,CORPUS CHRISTI 8_115 kV/CORPUS CHRISTI 8 0/CORPUS CHRISTI 8_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
50.000000,CORPUS CHRISTI 9 0/CORPUS CHRISTI 9_115 kV,CORPUS CHRISTI 9_115 kV/CORPUS CHRISTI 9 0/CORPUS CHRISTI 9_115 kV/CORPU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
51.000000,COTULLA 0/COTULLA_115 kV,COTULLA_115 kV/COTULLA 0/COTULLA_115 kV/COTUL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
52.000000,CRYSTAL CITY 0/CRYSTAL CITY_115 kV,CRYSTAL CITY_115 kV/CRYSTAL CITY 0/CRYSTAL CITY_115 kV/CRYST_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
53.000000,DILLEY 0/DILLEY_115 kV,DILLEY_115 kV/DILLEY 0/DILLEY_115 kV/DILLE_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
54.000000,DONNA 0/DONNA_115 kV,DONNA_115 kV/DONNA 0/DONNA_115 kV/DONNA_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
55.000000,EAGLE PASS 1/EAGLE PASS_115 kV,EAGLE PASS_115 kV/EAGLE PASS 1/EAGLE PASS_115 kV/EAGLE_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
56.000000,EAGLE PASS 0/EAGLE PASS_230 kV,EAGLE PASS_230 kV/EAGLE PASS 0/EAGLE PASS_230 kV/EAGLE_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
57.000000,EDCOUCH 0/EDCOUCH_115 kV,EDCOUCH_115 kV/EDCOUCH 0/EDCOUCH_115 kV/EDCOU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
58.000000,EDINBURG 1 0/EDINBURG 1_115 kV,EDINBURG 1_115 kV/EDINBURG 1 0/EDINBURG 1_115 kV/EDINB_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
59.000000,EDINBURG 2 0/EDINBURG 2_115 kV,EDINBURG 2_115 kV/EDINBURG 2 0/EDINBURG 2_115 kV/EDINB_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
60.000000,EDINBURG 3 0/EDINBURG 3_115 kV,EDINBURG 3_115 kV/EDINBURG 3 0/EDINBURG 3_115 kV/EDINB_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
61.000000,ELSA 0/ELSA_115 kV,ELSA_115 kV/ELSA 0/ELSA_115 kV/ELSA__1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
62.000000,ENCINAL 0/ENCINAL_115 kV,ENCINAL_115 kV/ENCINAL 0/ENCINAL_115 kV/ENCIN_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
63.000000,FALCON HEIGHTS 1 0/FALCON HEIGHTS 1_115 kV,FALCON HEIGHTS 1_115 kV/FALCON HEIGHTS 1 0/FALCON HEIGHTS 1_115 kV/FALCO_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
64.000000,FALCON HEIGHTS 1 1/FALCON HEIGHTS 1_13.8 kV,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 1/FALCON HEIGHTS 1_13.8 kV/FALCO_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
65.000000,FALCON HEIGHTS 1 2/FALCON HEIGHTS 1_13.8 kV,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 2/FALCON HEIGHTS 1_13.8 kV/FALCO_2/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
66.000000,FALCON HEIGHTS 1 3/FALCON HEIGHTS 1_13.8 kV,FALCON HEIGHTS 1_13.8 kV/FALCON HEIGHTS 1 3/FALCON HEIGHTS 1_13.8 kV/FALCO_3/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
67.000000,FALCON HEIGHTS 2 0/FALCON HEIGHTS 2_115 kV,FALCON HEIGHTS 2_115 kV/FALCON HEIGHTS 2 0/FALCON HEIGHTS 2_115 kV/FALCO_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
68.000000,FALFURRIAS 0/FALFURRIAS_115 kV,FALFURRIAS_115 kV/FALFURRIAS 0/FALFURRIAS_115 kV/FALFU_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
69.000000,FANNIN 1/FANNIN_115 kV,FANNIN_115 kV/FANNIN 1/FANNIN_115 kV/FANNI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
70.000000,FANNIN 2/FANNIN_13.8 kV,FANNIN_13.8 kV/FANNIN 2/FANNIN_13.8 kV/FANNI_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
71.000000,FANNIN 0/FANNIN_230 kV,FANNIN_230 kV/FANNIN 0/FANNIN_230 kV/FANNI_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
72.000000,FREER 0/FREER_115 kV,FREER_115 kV/FREER 0/FREER_115 kV/FREER_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
73.000000,GEORGE WEST 0/GEORGE WEST_115 kV,GEORGE WEST_115 kV/GEORGE WEST 0/GEORGE WEST_115 kV/GEORG_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
74.000000,GOLIAD 0/GOLIAD_115 kV,GOLIAD_115 kV/GOLIAD 0/GOLIAD_115 kV/GOLIA_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
75.000000,GREGORY 1/GREGORY_115 kV,GREGORY_115 kV/GREGORY 1/GREGORY_115 kV/GREGO_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
76.000000,GREGORY 2/GREGORY_13.8 kV,GREGORY_13.8 kV/GREGORY 2/GREGORY_13.8 kV/GREGO_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
77.000000,GREGORY 3/GREGORY_13.8 kV,GREGORY_13.8 kV/GREGORY 3/GREGORY_13.8 kV/GREGO_2/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
78.000000,GREGORY 4/GREGORY_13.8 kV,GREGORY_13.8 kV/GREGORY 4/GREGORY_13.8 kV/GREGO_3/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
79.000000,GREGORY 5/GREGORY_13.8 kV,GREGORY_13.8 kV/GREGORY 5/GREGORY_13.8 kV/GREGO_4/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
80.000000,GREGORY 6/GREGORY_13.8 kV,GREGORY_13.8 kV/GREGORY 6/GREGORY_13.8 kV/GREGO_5/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
81.000000,GREGORY 7/GREGORY_13.8 kV,GREGORY_13.8 kV/GREGORY 7/GREGORY_13.8 kV/GREGO_6/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
82.000000,GREGORY 0/GREGORY_230 kV,GREGORY_230 kV/GREGORY 0/GREGORY_230 kV/GREGO_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
83.000000,GRULLA 0/GRULLA_115 kV,GRULLA_115 kV/GRULLA 0/GRULLA_115 kV/GRULL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
84.000000,HARGILL 0/HARGILL_115 kV,HARGILL_115 kV/HARGILL 0/HARGILL_115 kV/HARGI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
85.000000,HARLINGEN 1 0/HARLINGEN 1_115 kV,HARLINGEN 1_115 kV/HARLINGEN 1 0/HARLINGEN 1_115 kV/HARLI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
86.000000,HARLINGEN 2 0/HARLINGEN 2_115 kV,HARLINGEN 2_115 kV/HARLINGEN 2 0/HARLINGEN 2_115 kV/HARLI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
87.000000,HEBBRONVILLE 0/HEBBRONVILLE_115 kV,HEBBRONVILLE_115 kV/HEBBRONVILLE 0/HEBBRONVILLE_115 kV/HEBBR_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
88.000000,HIDALGO 0/HIDALGO_115 kV,HIDALGO_115 kV/HIDALGO 0/HIDALGO_115 kV/HIDAL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
89.000000,INGLESIDE 0/INGLESIDE_115 kV,INGLESIDE_115 kV/INGLESIDE 0/INGLESIDE_115 kV/INGLE_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
90.000000,JOURDANTON 0/JOURDANTON_115 kV,JOURDANTON_115 kV/JOURDANTON 0/JOURDANTON_115 kV/JOURD_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
91.000000,KINGSVILLE 0/KINGSVILLE_115 kV,KINGSVILLE_115 kV/KINGSVILLE 0/KINGSVILLE_115 kV/KINGS_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
92.000000,LA JOYA 0/LA JOYA_115 kV,LA JOYA_115 kV/LA JOYA 0/LA JOYA_115 kV/LA JO_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
93.000000,LAREDO 1 1/LAREDO 1_115 kV,LAREDO 1_115 kV/LAREDO 1 1/LAREDO 1_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
94.000000,LAREDO 1 2/LAREDO 1_13.8 kV,LAREDO 1_13.8 kV/LAREDO 1 2/LAREDO 1_13.8 kV/LARED_1/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
95.000000,LAREDO 1 3/LAREDO 1_13.8 kV,LAREDO 1_13.8 kV/LAREDO 1 3/LAREDO 1_13.8 kV/LARED_2/13.800000,4 SOUTH,0.000000,13.800000,1.050000,0.950000,0.000000
96.000000,LAREDO 1 0/LAREDO 1_230 kV,LAREDO 1_230 kV/LAREDO 1 0/LAREDO 1_230 kV/LARED_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
97.000000,LAREDO 2 0/LAREDO 2_115 kV,LAREDO 2_115 kV/LAREDO 2 0/LAREDO 2_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
98.000000,LAREDO 3 0/LAREDO 3_115 kV,LAREDO 3_115 kV/LAREDO 3 0/LAREDO 3_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
99.000000,LAREDO 4 1/LAREDO 4_115 kV,LAREDO 4_115 kV/LAREDO 4 1/LAREDO 4_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
100.000000,LAREDO 4 0/LAREDO 4_230 kV,LAREDO 4_230 kV/LAREDO 4 0/LAREDO 4_230 kV/LARED_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
101.000000,LAREDO 5 0/LAREDO 5_115 kV,LAREDO 5_115 kV/LAREDO 5 0/LAREDO 5_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
102.000000,LAREDO 6 0/LAREDO 6_115 kV,LAREDO 6_115 kV/LAREDO 6 0/LAREDO 6_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
103.000000,LAREDO 7 1/LAREDO 7_115 kV,LAREDO 7_115 kV/LAREDO 7 1/LAREDO 7_115 kV/LARED_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
104.000000,LAREDO 7 0/LAREDO 7_230 kV,LAREDO 7_230 kV/LAREDO 7 0/LAREDO 7_230 kV/LARED_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
105.000000,LAUGHLIN A F B 0/LAUGHLIN A F B_115 kV,LAUGHLIN A F B_115 kV/LAUGHLIN A F B 0/LAUGHLIN A F B_115 kV/LAUGH_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
106.000000,LOS FRESNOS 0/LOS FRESNOS_115 kV,LOS FRESNOS_115 kV/LOS FRESNOS 0/LOS FRESNOS_115 kV/LOS F_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
107.000000,LYTLE 0/LYTLE_115 kV,LYTLE_115 kV/LYTLE 0/LYTLE_115 kV/LYTLE_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
108.000000,MATHIS 0/MATHIS_115 kV,MATHIS_115 kV/MATHIS 0/MATHIS_115 kV/MATHI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
109.000000,MCALLEN 1 0/MCALLEN 1_115 kV,MCALLEN 1_115 kV/MCALLEN 1 0/MCALLEN 1_115 kV/MCALL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
110.000000,MCALLEN 2 0/MCALLEN 2_115 kV,MCALLEN 2_115 kV/MCALLEN 2 0/MCALLEN 2_115 kV/MCALL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
111.000000,MCALLEN 3 0/MCALLEN 3_115 kV,MCALLEN 3_115 kV/MCALLEN 3 0/MCALLEN 3_115 kV/MCALL_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
112.000000,MERCEDES 0/MERCEDES_115 kV,MERCEDES_115 kV/MERCEDES 0/MERCEDES_115 kV/MERCE_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
113.000000,MISSION 1 1/MISSION 1_115 kV,MISSION 1_115 kV/MISSION 1 1/MISSION 1_115 kV/MISSI_1/115.000000,4 SOUTH,0.000000,115.000000,1.050000,0.950000,0.000000
114.000000,MISSION 1 0/MISSION 1_230 kV,MISSION 1_230 kV/MISSION 1 0/MISSION 1_230 kV/MISSI_1/230.000000,4 SOUTH,0.000000,230.000000,1.050000,0.950000,0.000000
115.000000,MISSION 1 2/MISSION 1_24 kV,MISSION 1_24 kV/MISSION 1 2/MISSION 1_24 kV/MISSI_3/24.000000,4 SOUTH,0.000000,24.000000,1.050000,0.950000,0.000000
